-5.303562e+09 + i 6.696349e+08 ; -1.889853e+07 + i -7.723496e+04 ; -1.890263e+07 + i -7.678262e+04 ; 1.391228e+09 + i -3.060366e+08 ; 9.493851e+07 + i -1.251578e+07 ; 9.493241e+07 + i -1.251792e+07 ; -6.578935e+08 + i 1.411160e+08 ; -5.077449e+07 + i 6.411744e+06 ; -1.068343e+07 + i 1.002854e+06 ; -2.318475e+08 + i 1.496602e+07 ; 3.389492e+08 + i -8.004031e+07 ; 1.945422e+07 + i -4.943593e+06 ; -6.578898e+08 + i 1.411179e+08 ; -1.068329e+07 + i 1.001084e+06 ; -5.077527e+07 + i 6.410810e+06 ; -2.318454e+08 + i 1.496906e+07 ; 1.948808e+07 + i -4.933273e+06 ; 3.389505e+08 + i -8.003983e+07 ; -8.084270e+07 + i 3.725611e+07 ; -2.386599e+07 + i 4.195933e+06 ; -2.385365e+07 + i 4.199553e+06 ; -5.557320e+07 + i 2.110225e+07 ; 8.068892e+07 + i -2.410968e+07 ; 8.069009e+07 + i -2.410943e+07 ; 1.263613e+08 + i -2.142422e+07 ; -4.677132e+05 + i -4.455263e+05 ; -4.667651e+05 + i -4.454928e+05 ; 6.369007e+07 + i -9.016007e+06 ; -7.994765e+05 + i 4.408032e+04 ; -7.995599e+05 + i 4.410962e+04 ; 3.404869e+07 + i -1.158147e+07 ; 1.152176e+07 + i -4.217262e+06 ; -1.104379e+06 + i -1.650160e+05 ; 2.427679e+07 + i -7.115416e+06 ; 2.381591e+06 + i -9.877848e+05 ; -8.126779e+05 + i 7.870734e+04 ; 3.405142e+07 + i -1.158028e+07 ; -1.101281e+06 + i -1.640879e+05 ; 1.152200e+07 + i -4.217197e+06 ; 2.427762e+07 + i -7.114896e+06 ; -8.119763e+05 + i 7.879653e+04 ; 2.381538e+06 + i -9.878095e+05 ; 7.441668e+06 + i -5.128569e+06 ; 7.437355e+06 + i -2.860883e+06 ; 7.436844e+06 + i -2.861079e+06 ; 9.217163e+06 + i -4.347386e+06 ; 1.806079e+06 + i -7.747308e+05 ; 1.806057e+06 + i -7.747158e+05 ; 
1.039694e+06 + i 3.682017e+05 ; 1.192636e+06 + i -2.502014e+05 ; -5.060012e+06 + i 1.712955e+06 ; 2.756519e+06 + i 2.219381e+05 ; 3.882776e+06 + i -6.270991e+05 ; -1.189509e+07 + i 4.279694e+06 ; 8.335872e+04 + i 5.632839e+05 ; 8.950972e+05 + i -1.769025e+05 ; -6.249892e+06 + i 1.989148e+06 ; 1.256189e+06 + i 5.972280e+05 ; 2.535103e+06 + i -3.442775e+05 ; -1.511218e+07 + i 5.614696e+06 ; -1.837356e+07 + i 3.117199e+06 ; -1.099022e+05 + i 1.552639e+05 ; -4.610318e+06 + i 1.557463e+06 ; -3.180470e+07 + i 6.284963e+06 ; -2.787165e+06 + i 9.962782e+05 ; -1.110168e+07 + i 3.827702e+06 ; -2.714672e+07 + i 3.566801e+06 ; 7.282457e+05 + i -9.022780e+04 ; -5.589235e+06 + i 1.799056e+06 ; -5.217017e+07 + i 8.582466e+06 ; 1.291400e+06 + i -1.052377e+05 ; -1.515847e+07 + i 5.082121e+06 ; 2.532653e+07 + i -3.930302e+06 ; 2.604743e+07 + i -4.118576e+06 ; -8.204341e+07 + i 3.752138e+07 ; 1.079684e+07 + i -8.053789e+05 ; 5.593500e+07 + i -5.883075e+06 ; -6.613170e+08 + i 1.413969e+08 ; 5.507379e+07 + i -5.685103e+06 ; 1.131624e+07 + i -9.253096e+05 ; -6.605271e+08 + i 1.412300e+08 ; 1.986313e+07 + i 6.258828e+05 ; 2.057766e+07 + i 5.043890e+05 ; -5.308604e+09 + i 6.697770e+08 ; -9.187488e+07 + i 2.536888e+07 ; -8.866982e+07 + i 2.508511e+07 ; -5.758681e+07 + i 2.170470e+07 ; -2.160421e+07 + i 5.487473e+06 ; -3.753704e+08 + i 8.062309e+07 ; -2.369508e+08 + i 1.583669e+07 ; -3.797938e+08 + i 8.084814e+07 ; -1.995353e+07 + i 5.376697e+06 ; -2.361651e+08 + i 1.568527e+07 ; -1.075403e+08 + i 1.169775e+07 ; -1.052225e+08 + i 1.163917e+07 ; 1.381779e+09 + i -3.052529e+08 ; 
3.397915e+07 + i -1.160039e+07 ; -5.758202e+05 + i 5.931417e+05 ; 9.238142e+06 + i -4.000611e+06 ; 4.413704e+07 + i -1.754491e+07 ; -1.277715e+07 + i 2.598701e+06 ; 1.073277e+08 + i -2.436045e+07 ; 7.413020e+06 + i -5.135336e+06 ; -6.767620e+06 + i 2.724413e+06 ; 7.201606e+06 + i -2.798833e+06 ; -1.754391e+06 + i -3.816594e+06 ; -4.709624e+07 + i 1.268003e+07 ; 5.004905e+07 + i -1.281644e+07 ; 1.263844e+08 + i -2.141293e+07 ; -1.106998e+06 + i 1.043135e+06 ; 1.291165e+06 + i -1.053551e+06 ; 2.709154e+08 + i -5.785570e+07 ; -2.878314e+07 + i 4.182401e+06 ; 3.074180e+07 + i -3.976928e+06 ; 3.404621e+07 + i -1.158356e+07 ; -8.666774e+06 + i 3.885262e+06 ; 6.795542e+05 + i -6.048901e+05 ; 4.406794e+07 + i -1.757023e+07 ; -1.010326e+08 + i 2.424040e+07 ; 1.367633e+07 + i -2.548616e+06 ; -6.525875e+08 + i 1.396947e+08 ; -8.630716e+06 + i 7.440494e+05 ; 4.958147e+07 + i -5.970979e+06 ; -2.322704e+08 + i 1.491544e+07 ; 2.008738e+07 + i -5.238012e+06 ; -3.683032e+08 + i 8.110361e+07 ; -7.902931e+07 + i 3.649595e+07 ; -2.093866e+07 + i 3.694049e+06 ; 2.216680e+07 + i -3.655072e+06 ; -5.565789e+07 + i 2.111900e+07 ; 8.330849e+07 + i -2.454796e+07 ; -8.828876e+07 + i 2.499483e+07 ; -5.289584e+09 + i 6.675926e+08 ; -1.673360e+07 + i -3.850627e+05 ; 1.727411e+07 + i 4.355169e+05 ; 1.391133e+09 + i -3.060760e+08 ; 9.758319e+07 + i -1.262971e+07 ; -1.025521e+08 + i 1.251758e+07 ; -6.523782e+08 + i 1.397839e+08 ; -4.781505e+07 + i 5.791561e+06 ; 9.058699e+06 + i -6.885397e+05 ; -2.321350e+08 + i 1.497294e+07 ; 3.472033e+08 + i -8.061870e+07 ; -2.136327e+07 + i 5.275326e+06 ; 
8.994981e+06 + i -1.087895e+06 ; -1.183483e+07 + i 4.294305e+06 ; 2.872438e+06 + i -5.894732e+05 ; 1.335837e+07 + i -2.200705e+06 ; -6.126732e+07 + i 1.664367e+07 ; 1.069683e+07 + i -1.398312e+06 ; -2.642512e+07 + i 6.159536e+06 ; -1.110805e+07 + i 3.825265e+06 ; -1.274063e+06 + i 8.260051e+05 ; -4.810301e+07 + i 1.272633e+07 ; -4.283009e+07 + i 1.007363e+07 ; -2.771355e+07 + i 7.120718e+06 ; 1.226760e+07 + i -9.694217e+05 ; -1.501358e+07 + i 5.646903e+06 ; 1.890600e+06 + i -3.282301e+05 ; 2.070225e+07 + i -2.789277e+06 ; -1.283615e+08 + i 2.798854e+07 ; 5.688036e+06 + i -4.125137e+05 ; -4.813867e+07 + i 9.369343e+06 ; -1.516312e+07 + i 5.079169e+06 ; 9.631237e+05 + i 1.708411e+04 ; -1.006807e+08 + i 2.448301e+07 ; -7.493601e+07 + i 1.180337e+07 ; -4.533425e+06 + i 8.042776e+05 ; -1.125953e+07 + i 1.219780e+06 ; -6.564284e+08 + i 1.408349e+08 ; 5.253827e+07 + i -6.603896e+06 ; -2.500054e+07 + i 4.354126e+06 ; -8.201178e+07 + i 3.751032e+07 ; 2.566638e+07 + i -4.115021e+06 ; 1.499849e+07 + i -4.320391e+06 ; -2.332425e+08 + i 1.536197e+07 ; -3.667510e+08 + i 8.089156e+07 ; 8.051857e+07 + i -2.408159e+07 ; -5.767996e+07 + i 2.169470e+07 ; -8.780547e+07 + i 2.480780e+07 ; -1.945893e+07 + i 2.161023e+05 ; -5.302814e+09 + i 6.692201e+08 ; 1.955472e+07 + i 1.383804e+05 ; -5.128283e+07 + i 6.492302e+06 ; -6.601545e+08 + i 1.413198e+08 ; 1.141860e+07 + i -9.023359e+05 ; 8.897070e+07 + i -1.146133e+07 ; 1.386317e+09 + i -3.056448e+08 ; -1.003183e+08 + i 1.240170e+07 ; 3.436205e+08 + i -8.017992e+07 ; -2.362040e+08 + i 1.567583e+07 ; -2.091859e+07 + i 5.107762e+06 ; 
4.807576e+07 + i -9.377858e+06 ; 9.432111e+05 + i 1.784898e+04 ; -1.506405e+07 + i 5.111026e+06 ; 1.004995e+08 + i -2.452094e+07 ; -4.216521e+06 + i 8.310832e+05 ; -7.479799e+07 + i 1.184803e+07 ; 2.642339e+07 + i -6.154452e+06 ; -1.178001e+06 + i 8.009996e+05 ; -1.105269e+07 + i 3.840376e+06 ; 4.800036e+07 + i -1.274535e+07 ; -2.606147e+07 + i 7.050708e+06 ; -4.278120e+07 + i 1.008964e+07 ; -1.234401e+07 + i 9.389130e+05 ; 1.774434e+06 + i -3.357374e+05 ; -1.508083e+07 + i 5.622885e+06 ; -2.101103e+07 + i 2.686297e+06 ; 5.354611e+06 + i -4.614113e+05 ; -1.284345e+08 + i 2.796045e+07 ; -9.035661e+06 + i 1.076144e+06 ; 2.704737e+06 + i -5.898664e+05 ; -1.188628e+07 + i 4.278763e+06 ; -1.352626e+07 + i 2.160393e+06 ; 1.007866e+07 + i -1.444177e+06 ; -6.129599e+07 + i 1.663037e+07 ; -8.790324e+07 + i 1.186081e+07 ; -9.456890e+07 + i 1.289700e+07 ; 1.386691e+09 + i -3.055580e+08 ; -3.438857e+08 + i 8.022725e+07 ; -1.984307e+07 + i 5.015617e+06 ; -2.362529e+08 + i 1.563193e+07 ; -1.502426e+07 + i 4.256333e+06 ; -3.458073e+08 + i 8.044243e+07 ; -2.331743e+08 + i 1.538064e+07 ; -8.039920e+07 + i 2.411008e+07 ; -8.268805e+07 + i 2.440422e+07 ; -5.765473e+07 + i 2.170283e+07 ; 1.954915e+07 + i -3.098691e+05 ; 1.879326e+07 + i -8.877620e+02 ; -5.302799e+09 + i 6.692287e+08 ; 5.010969e+07 + i -6.939593e+06 ; 1.071185e+07 + i -1.007511e+06 ; -6.600664e+08 + i 1.413370e+08 ; 1.103686e+07 + i -1.262132e+06 ; 4.952099e+07 + i -6.871202e+06 ; -6.560465e+08 + i 1.409248e+08 ; 2.470784e+07 + i -4.384893e+06 ; 2.416608e+07 + i -4.188617e+06 ; -8.195536e+07 + i 3.750131e+07 ; 
2.423214e+07 + i -7.125193e+06 ; 8.582763e+05 + i -7.802753e+04 ; 2.501967e+06 + i -1.041912e+06 ; 3.405643e+07 + i -1.156844e+07 ; 1.196449e+06 + i 1.810425e+05 ; 1.253194e+07 + i -4.392266e+06 ; 9.189598e+06 + i -4.351994e+06 ; -1.871076e+06 + i 7.887175e+05 ; 1.920526e+06 + i -8.120517e+05 ; 7.421503e+06 + i -5.127827e+06 ; -7.708538e+06 + i 2.911799e+06 ; 8.115194e+06 + i -2.981261e+06 ; 6.369504e+07 + i -9.010521e+06 ; 8.494700e+05 + i -4.256422e+04 ; -1.201189e+06 + i -3.406778e+04 ; 1.264346e+08 + i -2.139648e+07 ; 5.438430e+05 + i 4.663536e+05 ; -1.181892e+06 + i -6.192300e+05 ; 2.427182e+07 + i -7.116655e+06 ; -2.465171e+06 + i 1.005296e+06 ; -1.076072e+06 + i 4.432839e+04 ; 3.406473e+07 + i -1.157743e+07 ; -1.194477e+07 + i 4.287886e+06 ; -1.547158e+06 + i -2.477718e+05 ; -2.333938e+08 + i 1.473135e+07 ; -1.977864e+07 + i 5.077341e+06 ; 3.747579e+08 + i -8.052790e+07 ; -6.578781e+08 + i 1.411083e+08 ; 1.099970e+07 + i -9.819936e+05 ; -4.717453e+07 + i 7.143760e+06 ; -5.576627e+07 + i 2.113367e+07 ; -8.370841e+07 + i 2.442351e+07 ; 8.914895e+07 + i -2.475180e+07 ; -8.080179e+07 + i 3.726621e+07 ; 2.477460e+07 + i -4.174094e+06 ; -2.578428e+07 + i 4.059853e+06 ; 1.390955e+09 + i -3.061073e+08 ; -9.784496e+07 + i 1.227830e+07 ; 9.596124e+07 + i -1.285920e+07 ; -5.303632e+09 + i 6.696042e+08 ; 1.938770e+07 + i 1.763605e+05 ; -2.067213e+07 + i -4.747531e+05 ; -2.320412e+08 + i 1.498110e+07 ; -3.517246e+08 + i 8.054228e+07 ; 2.061777e+07 + i -5.041988e+06 ; -6.580612e+08 + i 1.410885e+08 ; 5.210681e+07 + i -6.241405e+06 ; -1.175145e+07 + i 8.402438e+05 ; 
1.011872e+06 + i 3.668700e+05 ; -5.058955e+06 + i 1.713125e+06 ; 1.199607e+06 + i -2.488360e+05 ; 2.710462e+06 + i 2.203222e+05 ; -1.189163e+07 + i 4.280172e+06 ; 3.901141e+06 + i -6.231152e+05 ; -1.843496e+07 + i 3.108367e+06 ; -4.614806e+06 + i 1.557469e+06 ; -9.030100e+04 + i 1.603789e+05 ; -3.193170e+07 + i 6.265417e+06 ; -1.110838e+07 + i 3.828889e+06 ; -2.735299e+06 + i 1.009656e+06 ; 4.541820e+04 + i 5.614088e+05 ; -6.248833e+06 + i 1.989183e+06 ; 8.981037e+05 + i -1.763978e+05 ; 1.182157e+06 + i 5.946888e+05 ; -1.511004e+07 + i 5.614636e+06 ; 2.541237e+06 + i -3.425618e+05 ; -2.719871e+07 + i 3.569866e+06 ; -5.594391e+06 + i 1.798935e+06 ; 7.386552e+05 + i -8.861269e+04 ; -5.225616e+07 + i 8.592243e+06 ; -1.516682e+07 + i 5.082819e+06 ; 1.312098e+06 + i -1.003361e+05 ; 2.547368e+07 + i -3.867368e+06 ; -8.201775e+07 + i 3.752671e+07 ; 2.619132e+07 + i -4.022569e+06 ; 1.084560e+07 + i -7.684852e+05 ; -6.612636e+08 + i 1.414142e+08 ; 5.378938e+07 + i -6.380535e+06 ; -9.269848e+07 + i 2.516591e+07 ; -5.765250e+07 + i 2.170872e+07 ; -8.873893e+07 + i 2.502064e+07 ; -2.200871e+07 + i 5.315476e+06 ; -2.373230e+08 + i 1.575471e+07 ; -3.746223e+08 + i 8.086023e+07 ; 5.396610e+07 + i -5.734695e+06 ; -6.605605e+08 + i 1.412294e+08 ; 1.136778e+07 + i -8.730164e+05 ; 1.952018e+07 + i 5.554148e+05 ; -5.308643e+09 + i 6.697568e+08 ; 1.997022e+07 + i 2.973126e+05 ; -3.795763e+08 + i 8.106476e+07 ; -2.362677e+08 + i 1.569639e+07 ; -2.029826e+07 + i 5.206603e+06 ; -1.058142e+08 + i 1.192441e+07 ; 1.381701e+09 + i -3.052878e+08 ; -1.030889e+08 + i 1.213041e+07 ; 
2.734461e+07 + i -3.553724e+06 ; 6.418407e+05 + i -1.025357e+05 ; -5.693010e+06 + i 1.772242e+06 ; 5.250847e+07 + i -8.574101e+06 ; 1.169766e+06 + i -1.163144e+05 ; -1.537368e+07 + i 5.036174e+06 ; 1.854472e+07 + i -3.099735e+06 ; -1.375032e+05 + i 1.401707e+05 ; -4.676514e+06 + i 1.544620e+06 ; 3.207959e+07 + i -6.263960e+06 ; -2.649455e+06 + i 9.713187e+05 ; -1.122504e+07 + i 3.808945e+06 ; 2.685298e+05 + i -4.927038e+05 ; 8.602541e+05 + i -1.728732e+05 ; -6.231917e+06 + i 1.999486e+06 ; -5.910746e+05 + i -4.905149e+05 ; 2.430667e+06 + i -3.444652e+05 ; -1.506223e+07 + i 5.633019e+06 ; -8.155126e+05 + i -3.350185e+05 ; 1.135875e+06 + i -2.467694e+05 ; -5.050704e+06 + i 1.717892e+06 ; -2.393391e+06 + i -1.808689e+05 ; 3.685617e+06 + i -6.303805e+05 ; -1.187190e+07 + i 4.285085e+06 ; 3.801599e+08 + i -8.092137e+07 ; -2.040678e+07 + i 4.960368e+06 ; -2.377737e+08 + i 1.543478e+07 ; 9.837845e+07 + i -1.300912e+07 ; -9.652387e+07 + i 1.284269e+07 ; 1.381487e+09 + i -3.053312e+08 ; 9.269940e+07 + i -2.521447e+07 ; -8.414975e+07 + i 2.451944e+07 ; -5.780564e+07 + i 2.173183e+07 ; 2.264811e+07 + i -5.157530e+06 ; -3.520106e+08 + i 8.076080e+07 ; -2.373269e+08 + i 1.577496e+07 ; -4.604837e+07 + i 6.947133e+06 ; 1.079615e+07 + i -9.589345e+05 ; -6.599366e+08 + i 1.413618e+08 ; -1.985083e+07 + i -6.289348e+05 ; 1.909271e+07 + i 1.067980e+05 ; -5.308378e+09 + i 6.698555e+08 ; -2.485552e+07 + i 3.879058e+06 ; 2.473817e+07 + i -4.064900e+06 ; -8.188972e+07 + i 3.751187e+07 ; -1.068191e+07 + i 8.072362e+05 ; 5.045324e+07 + i -6.740515e+06 ; -6.608719e+08 + i 1.414961e+08 ; 
7.382618e+06 + i -5.140065e+06 ; 7.340892e+06 + i -2.824304e+06 ; 7.339841e+06 + i -2.824619e+06 ; -1.747948e+06 + i -3.811733e+06 ; 5.099710e+07 + i -1.286268e+07 ; 5.099594e+07 + i -1.286319e+07 ; 3.398213e+07 + i -1.160064e+07 ; 6.594361e+05 + i -6.186488e+05 ; 9.458827e+06 + i -4.040669e+06 ; 4.412751e+07 + i -1.754450e+07 ; 1.359753e+07 + i -2.594722e+06 ; 1.097016e+08 + i -2.435835e+07 ; 3.398307e+07 + i -1.160055e+07 ; 9.458242e+06 + i -4.040851e+06 ; 6.623778e+05 + i -6.180762e+05 ; 4.412879e+07 + i -1.754408e+07 ; 1.097019e+08 + i -2.435847e+07 ; 1.360544e+07 + i -2.591916e+06 ; 1.263801e+08 + i -2.141851e+07 ; 1.335483e+06 + i -1.070779e+06 ; 1.338364e+06 + i -1.070343e+06 ; 2.709332e+08 + i -5.784491e+07 ; 3.137205e+07 + i -3.940218e+06 ; 3.137321e+07 + i -3.939225e+06 ; -7.905677e+07 + i 3.650671e+07 ; 2.275988e+07 + i -3.545089e+06 ; 2.276210e+07 + i -3.544566e+06 ; -5.564318e+07 + i 2.112080e+07 ; -9.017519e+07 + i 2.503790e+07 ; -9.017088e+07 + i 2.503984e+07 ; -6.525914e+08 + i 1.397060e+08 ; 9.143991e+06 + i -6.642994e+05 ; 5.022886e+07 + i -5.854650e+06 ; -2.321916e+08 + i 1.493246e+07 ; -2.090990e+07 + i 5.287424e+06 ; -3.761630e+08 + i 8.109105e+07 ; -6.525843e+08 + i 1.397081e+08 ; 5.022707e+07 + i -5.855214e+06 ; 9.139424e+06 + i -6.643225e+05 ; -2.321905e+08 + i 1.493485e+07 ; -3.761616e+08 + i 8.109255e+07 ; -2.093710e+07 + i 5.278266e+06 ; -5.289774e+09 + i 6.675232e+08 ; 1.747208e+07 + i 4.929466e+05 ; 1.746320e+07 + i 4.926231e+05 ; 1.391000e+09 + i -3.061030e+08 ; -1.038740e+08 + i 1.239214e+07 ; -1.038846e+08 + i 1.238741e+07 ; 
2.685171e+07 + i -6.175650e+06 ; -1.103980e+07 + i 3.843557e+06 ; 1.308655e+06 + i -8.382814e+05 ; 4.885646e+07 + i -1.278903e+07 ; -4.283733e+07 + i 1.008702e+07 ; 2.834362e+07 + i -7.140052e+06 ; -9.145788e+06 + i 1.075873e+06 ; -1.187451e+07 + i 4.280709e+06 ; -2.949516e+06 + i 5.866448e+05 ; -1.364002e+07 + i 2.177429e+06 ; -6.126322e+07 + i 1.663770e+07 ; -1.096958e+07 + i 1.347352e+06 ; 4.889189e+07 + i -9.378155e+06 ; -1.506011e+07 + i 5.110323e+06 ; -9.663207e+05 + i -2.333514e+04 ; 1.022133e+08 + i -2.459548e+07 ; -7.482504e+07 + i 1.183780e+07 ; 4.685449e+06 + i -7.750885e+05 ; -1.250701e+07 + i 9.244932e+05 ; -1.506519e+07 + i 5.626251e+06 ; -1.935704e+06 + i 3.250293e+05 ; -2.124599e+07 + i 2.686792e+06 ; -1.284025e+08 + i 2.796860e+07 ; -5.815783e+06 + i 3.950799e+05 ; -1.532821e+07 + i 4.296959e+06 ; -2.344771e+08 + i 1.521345e+07 ; 3.756383e+08 + i -8.057680e+07 ; -8.185047e+07 + i 2.422655e+07 ; -5.787126e+07 + i 2.171375e+07 ; 8.988281e+07 + i -2.486927e+07 ; 1.137358e+07 + i -1.218129e+06 ; -6.559858e+08 + i 1.409238e+08 ; -4.706447e+07 + i 7.145136e+06 ; 2.546765e+07 + i -4.295989e+06 ; -8.191464e+07 + i 3.750594e+07 ; -2.577207e+07 + i 4.059706e+06 ; -8.969530e+07 + i 1.173124e+07 ; 1.386128e+09 + i -3.056838e+08 ; 9.582215e+07 + i -1.286350e+07 ; -3.496706e+08 + i 8.043104e+07 ; -2.364362e+08 + i 1.563314e+07 ; 2.088735e+07 + i -5.087370e+06 ; 1.992628e+07 + i -2.408630e+05 ; -5.302703e+09 + i 6.692591e+08 ; -2.066967e+07 + i -4.634031e+05 ; 5.131461e+07 + i -6.825035e+06 ; -6.600351e+08 + i 1.413488e+08 ; -1.168044e+07 + i 8.759936e+05 ; 
2.685524e+07 + i -6.175369e+06 ; 1.308457e+06 + i -8.383876e+05 ; -1.103912e+07 + i 3.843655e+06 ; 4.885764e+07 + i -1.278867e+07 ; 2.834325e+07 + i -7.140197e+06 ; -4.283862e+07 + i 1.008683e+07 ; 4.889205e+07 + i -9.378391e+06 ; -9.657581e+05 + i -2.315306e+04 ; -1.505859e+07 + i 5.110428e+06 ; 1.022132e+08 + i -2.459556e+07 ; 4.686686e+06 + i -7.746308e+05 ; -7.481536e+07 + i 1.184009e+07 ; -9.144521e+06 + i 1.075722e+06 ; -2.949452e+06 + i 5.866402e+05 ; -1.187979e+07 + i 4.279609e+06 ; -1.364167e+07 + i 2.177025e+06 ; -1.096853e+07 + i 1.347794e+06 ; -6.126542e+07 + i 1.663755e+07 ; -1.249788e+07 + i 9.263332e+05 ; -1.935650e+06 + i 3.250331e+05 ; -1.507518e+07 + i 5.624006e+06 ; -2.124161e+07 + i 2.688106e+06 ; -5.815891e+06 + i 3.951108e+05 ; -1.284146e+08 + i 2.796644e+07 ; -1.533666e+07 + i 4.297378e+06 ; 3.756391e+08 + i -8.057681e+07 ; -2.344769e+08 + i 1.521226e+07 ; -8.185079e+07 + i 2.422628e+07 ; 8.988384e+07 + i -2.486936e+07 ; -5.786222e+07 + i 2.171363e+07 ; -8.970535e+07 + i 1.172890e+07 ; 9.582571e+07 + i -1.286220e+07 ; 1.386185e+09 + i -3.056633e+08 ; -3.496697e+08 + i 8.043136e+07 ; 2.088942e+07 + i -5.086488e+06 ; -2.364053e+08 + i 1.563754e+07 ; 1.136963e+07 + i -1.217285e+06 ; -4.705637e+07 + i 7.148611e+06 ; -6.558845e+08 + i 1.409576e+08 ; 2.547732e+07 + i -4.293044e+06 ; -2.576758e+07 + i 4.061045e+06 ; -8.189800e+07 + i 3.750535e+07 ; 1.989965e+07 + i -2.457792e+05 ; -2.067022e+07 + i -4.636015e+05 ; -5.302691e+09 + i 6.692682e+08 ; 5.131717e+07 + i -6.823908e+06 ; -1.167957e+07 + i 8.760836e+05 ; -6.600067e+08 + i 1.413491e+08 ; 
9.169609e+06 + i -4.354991e+06 ; 1.976934e+06 + i -8.139373e+05 ; 1.976854e+06 + i -8.139871e+05 ; 7.410958e+06 + i -5.124976e+06 ; 8.290691e+06 + i -2.996020e+06 ; 8.290090e+06 + i -2.996390e+06 ; 2.423986e+07 + i -7.124651e+06 ; -1.053706e+06 + i 5.923545e+04 ; 2.573960e+06 + i -1.047161e+06 ; 3.406150e+07 + i -1.156627e+07 ; -1.513648e+06 + i -2.244886e+05 ; 1.281794e+07 + i -4.416000e+06 ; 2.424087e+07 + i -7.124305e+06 ; 2.573586e+06 + i -1.047253e+06 ; -1.053736e+06 + i 5.920306e+04 ; 3.406312e+07 + i -1.156530e+07 ; 1.281763e+07 + i -4.416023e+06 ; -1.511321e+06 + i -2.235487e+05 ; 6.370164e+07 + i -9.011359e+06 ; -1.182795e+06 + i -2.685898e+04 ; -1.183731e+06 + i -2.713024e+04 ; 1.264430e+08 + i -2.138965e+07 ; -1.129176e+06 + i -6.122608e+05 ; -1.130971e+06 + i -6.122801e+05 ; -5.589408e+07 + i 2.115645e+07 ; 9.070426e+07 + i -2.486335e+07 ; 9.069900e+07 + i -2.486554e+07 ; -8.071787e+07 + i 3.728683e+07 ; -2.734703e+07 + i 3.767093e+06 ; -2.734811e+07 + i 3.766819e+06 ; -2.333606e+08 + i 1.475794e+07 ; 2.092508e+07 + i -4.931139e+06 ; 3.821051e+08 + i -8.046934e+07 ; -6.578304e+08 + i 1.411221e+08 ; -1.176133e+07 + i 8.806933e+05 ; -4.849337e+07 + i 6.957098e+06 ; -2.333668e+08 + i 1.475850e+07 ; 3.821042e+08 + i -8.047072e+07 ; 2.095273e+07 + i -4.921592e+06 ; -6.578132e+08 + i 1.411277e+08 ; -4.849252e+07 + i 6.957063e+06 ; -1.175575e+07 + i 8.812180e+05 ; 1.390381e+09 + i -3.062473e+08 ; 9.780624e+07 + i -1.267470e+07 ; 9.781681e+07 + i -1.266997e+07 ; -5.303588e+09 + i 6.696200e+08 ; -2.099784e+07 + i -5.446706e+05 ; -2.098797e+07 + i -5.435102e+05 ; 
1.883311e+07 + i -3.087087e+06 ; -4.669614e+06 + i 1.547298e+06 ; 7.850559e+04 + i -1.643414e+05 ; 3.260155e+07 + i -6.249313e+06 ; -1.120997e+07 + i 3.815842e+06 ; 2.756094e+06 + i -1.024598e+06 ; -9.039514e+05 + i -3.651832e+05 ; -5.045222e+06 + i 1.719250e+06 ; -1.232975e+06 + i 2.473473e+05 ; -2.584532e+06 + i -2.306064e+05 ; -1.185482e+07 + i 4.289507e+06 ; -4.003565e+06 + i 6.144785e+05 ; 2.781961e+07 + i -3.505601e+06 ; -5.690115e+06 + i 1.774412e+06 ; -7.934461e+05 + i 7.593461e+04 ; 5.342544e+07 + i -8.511921e+06 ; -1.536953e+07 + i 5.040770e+06 ; -1.450941e+06 + i 6.575509e+04 ; 2.230794e+05 + i -5.122944e+05 ; -6.228282e+06 + i 2.000014e+06 ; -9.328949e+05 + i 1.729504e+05 ; -6.934277e+05 + i -5.197084e+05 ; -1.505309e+07 + i 5.634926e+06 ; -2.629038e+06 + i 3.310306e+05 ; 9.438464e+07 + i -2.525319e+07 ; -5.797838e+07 + i 2.174634e+07 ; 9.116451e+07 + i -2.497583e+07 ; 2.284763e+07 + i -5.091543e+06 ; -2.385629e+08 + i 1.561909e+07 ; 3.826329e+08 + i -8.059973e+07 ; -2.639911e+07 + i 3.568073e+06 ; -8.182774e+07 + i 3.752847e+07 ; -2.716833e+07 + i 3.747764e+06 ; -1.103683e+07 + i 7.451328e+05 ; -6.607840e+08 + i 1.415037e+08 ; -4.843586e+07 + i 6.936520e+06 ; 3.870129e+08 + i -8.082308e+07 ; -2.378193e+08 + i 1.545684e+07 ; 2.119961e+07 + i -4.981656e+06 ; 1.005590e+08 + i -1.279125e+07 ; 1.380978e+09 + i -3.054445e+08 ; 9.807581e+07 + i -1.273673e+07 ; -4.761219e+07 + i 6.757731e+06 ; -6.598957e+08 + i 1.413796e+08 ; -1.157233e+07 + i 8.635257e+05 ; -2.010808e+07 + i -6.785022e+05 ; -5.308298e+09 + i 6.698782e+08 ; -2.090328e+07 + i -5.658661e+05 ; 
