-4.706455e+09 + i 2.198955e+10 ; -5.231468e+07 + i 3.356331e+08 ; -5.168994e+07 + i 3.364142e+08 ; -5.150060e+09 + i -4.782678e+09 ; -3.941561e+08 + i -7.467700e+08 ; -3.948769e+08 + i -7.464904e+08 ; 1.850978e+09 + i 2.477415e+09 ; 1.522021e+08 + i 4.124304e+08 ; 1.455006e+08 + i 1.620834e+08 ; 2.214519e+08 + i 2.504312e+09 ; -1.426338e+09 + i -8.397459e+08 ; -2.404579e+08 + i 8.070807e+06 ; 1.852153e+09 + i 2.477277e+09 ; 1.448018e+08 + i 1.605682e+08 ; 1.514143e+08 + i 4.117584e+08 ; 2.228780e+08 + i 2.505744e+09 ; -2.372427e+08 + i 7.261551e+06 ; -1.426328e+09 + i -8.398639e+08 ; 1.259336e+09 + i -5.056816e+08 ; 2.151171e+08 + i 1.596103e+08 ; 2.165365e+08 + i 1.592595e+08 ; 1.353663e+09 + i -2.977935e+08 ; -4.424675e+08 + i 4.811252e+07 ; -4.418282e+08 + i 4.744385e+07 ; -2.931086e+08 + i -7.311002e+08 ; -1.739413e+07 + i 4.252416e+07 ; -1.743221e+07 + i 4.272383e+07 ; -3.863915e+07 + i -4.515976e+08 ; 1.483341e+07 + i 1.069672e+07 ; 1.492337e+07 + i 1.072459e+07 ; -3.599028e+08 + i 6.463503e+07 ; -5.917770e+07 + i 4.951213e+07 ; 7.381575e+06 + i 3.877562e+07 ; -2.750260e+08 + i -2.969920e+07 ; 4.779196e+06 + i 1.184786e+07 ; 1.583964e+07 + i 3.706597e+06 ; -3.592031e+08 + i 6.474024e+07 ; 7.747947e+06 + i 3.847883e+07 ; -5.921650e+07 + i 4.961859e+07 ; -2.747070e+08 + i -2.947056e+07 ; 1.577927e+07 + i 3.603860e+06 ; 4.787691e+06 + i 1.188592e+07 ; 2.348428e+06 + i 3.247981e+08 ; -2.146236e+07 + i 4.246220e+07 ; -2.170170e+07 + i 4.245162e+07 ; -6.970742e+07 + i 2.603746e+08 ; 7.398862e+06 + i 4.802404e+06 ; 7.365941e+06 + i 4.843248e+06 ; 
5.103090e+07 + i -6.149606e+07 ; -1.088797e+07 + i -3.987346e+05 ; -8.336756e+06 + i -9.903892e+06 ; 4.336895e+07 + i -8.656458e+07 ; -3.022399e+07 + i -2.261980e+07 ; 4.686241e+07 + i -8.978186e+07 ; 6.453120e+07 + i -2.501641e+07 ; -9.553413e+06 + i -8.472032e+05 ; 7.568793e+06 + i -2.103525e+07 ; 6.931612e+07 + i -4.810103e+07 ; -2.449699e+07 + i -1.946526e+07 ; 1.233527e+08 + i -6.350486e+07 ; 8.127014e+07 + i 1.350520e+08 ; -6.262721e+05 + i -1.836782e+06 ; -6.306417e+06 + i -7.803350e+06 ; 1.454646e+08 + i 1.700465e+08 ; 6.315937e+06 + i -1.430165e+07 ; 5.260300e+07 + i -9.023736e+07 ; 2.355034e+07 + i 2.136773e+08 ; -1.925755e+06 + i -1.924241e+06 ; 6.981365e+06 + i -1.871033e+07 ; 1.133576e+08 + i 3.201758e+08 ; -7.598045e+06 + i -2.047632e+07 ; 1.415590e+08 + i -4.903660e+07 ; -1.615298e+08 + i -2.656645e+08 ; -1.847790e+08 + i -2.674407e+08 ; 1.286695e+09 + i -4.783399e+08 ; -1.027912e+08 + i -2.352268e+08 ; -2.038236e+07 + i -4.941546e+08 ; 1.847440e+09 + i 2.508951e+09 ; -5.415989e+05 + i -4.870130e+08 ; -1.197819e+08 + i -2.379365e+08 ; 1.834217e+09 + i 2.501501e+09 ; 1.768284e+08 + i -3.355399e+08 ; 1.631071e+08 + i -3.439845e+08 ; -4.748322e+09 + i 2.200804e+10 ; 5.731483e+08 + i 1.566112e+08 ; 5.721303e+08 + i 1.186707e+08 ; 1.404652e+09 + i -3.167296e+08 ; 3.498051e+08 + i 8.923038e+07 ; 1.247950e+09 + i 1.408818e+09 ; 2.790689e+08 + i 2.549389e+09 ; 1.229639e+09 + i 1.461483e+09 ; 3.511795e+08 + i 6.498492e+07 ; 2.647257e+08 + i 2.543526e+09 ; 1.338374e+08 + i 9.626032e+08 ; 1.482595e+08 + i 9.335320e+08 ; -5.165068e+09 + i -4.679760e+09 ; 
-3.612893e+08 + i 6.248965e+07 ; -5.178182e+06 + i -5.257961e+07 ; -7.851400e+07 + i 6.973281e+07 ; -4.021758e+08 + i 1.864181e+08 ; 1.169335e+08 + i 2.956997e+07 ; -4.316249e+08 + i -3.482613e+08 ; -9.081652e+05 + i 3.258354e+08 ; 8.214676e+06 + i -5.470949e+07 ; -2.413684e+07 + i 5.641387e+07 ; 1.032067e+08 + i 3.724101e+08 ; 2.402984e+08 + i 3.095608e+07 ; -2.520598e+08 + i -8.412639e+07 ; -2.898489e+08 + i -7.264915e+08 ; 4.376855e+07 + i -6.419876e+07 ; -5.119330e+07 + i 5.554811e+07 ; -8.451891e+08 + i -1.004527e+09 ; 1.491358e+08 + i 2.001785e+08 ; -1.025430e+08 + i -2.549348e+08 ; -3.611910e+08 + i 6.488415e+07 ; 5.498178e+07 + i -7.947594e+07 ; -2.218145e+06 + i 5.208340e+07 ; -4.081421e+08 + i 1.868368e+08 ; 4.471266e+08 + i 2.335216e+08 ; -1.113984e+08 + i -6.080113e+07 ; 1.775910e+09 + i 2.451202e+09 ; 1.289510e+08 + i 1.526004e+08 ; -1.248822e+08 + i -4.059993e+08 ; 2.137303e+08 + i 2.521361e+09 ; -2.757261e+08 + i 1.417009e+07 ; 1.421412e+09 + i 1.330132e+09 ; 1.236190e+09 + i -4.491596e+08 ; 1.959898e+08 + i 1.556283e+08 ; -1.782010e+08 + i -1.922549e+08 ; 1.361135e+09 + i -2.941529e+08 ; -4.711962e+08 + i 3.483091e+07 ; 5.401371e+08 + i 4.468976e+07 ; -4.767836e+09 + i 2.186713e+10 ; -7.979547e+07 + i 3.135972e+08 ; 9.373190e+07 + i -3.279170e+08 ; -5.163667e+09 + i -4.775921e+09 ; -3.876514e+08 + i -7.843124e+08 ; 3.218163e+08 + i 8.818200e+08 ; 1.786212e+09 + i 2.487287e+09 ; 1.113053e+08 + i 3.981223e+08 ; -1.147599e+08 + i -1.751205e+08 ; 2.218645e+08 + i 2.516367e+09 ; -1.453188e+09 + i -9.428880e+08 ; 2.914329e+08 + i 1.974276e+07 ; 
-8.528942e+07 + i -8.258651e+07 ; 5.492324e+07 + i -9.179449e+07 ; -3.290967e+07 + i -1.201901e+07 ; -1.099612e+08 + i -7.196864e+07 ; 3.689258e+08 + i 8.742645e+07 ; -3.552861e+07 + i -9.041291e+07 ; 1.553940e+08 + i 5.594125e+07 ; 5.098744e+07 + i -9.211790e+07 ; 6.305520e+06 + i -2.035634e+07 ; 2.231479e+08 + i 4.809249e+07 ; 3.202526e+08 + i 1.117679e+08 ; 1.219649e+08 + i 4.735658e+07 ; -4.129735e+07 + i -1.563464e+08 ; 1.323458e+08 + i -5.897462e+07 ; -2.826367e+07 + i -1.035939e+07 ; -1.035453e+08 + i -1.673936e+08 ; 4.220065e+08 + i 4.626799e+08 ; -1.169308e+07 + i -7.413356e+07 ; 2.369133e+08 + i 2.254223e+08 ; 1.411287e+08 + i -5.160083e+07 ; -1.286631e+06 + i -1.592157e+07 ; 4.599735e+08 + i 2.164398e+08 ; 2.221555e+08 + i 4.693198e+08 ; 2.207296e+07 + i 2.223168e+07 ; 1.439743e+08 + i 1.578390e+08 ; 1.834584e+09 + i 2.447569e+09 ; -1.609740e+08 + i -4.150858e+08 ; 2.200095e+08 + i 1.736589e+08 ; 1.292648e+09 + i -4.924263e+08 ; -1.893489e+08 + i -2.159643e+08 ; -2.346704e+08 + i 3.234445e+07 ; 2.390906e+08 + i 2.509937e+09 ; 1.421467e+09 + i 1.323312e+09 ; -4.473075e+08 + i 4.826055e+07 ; 1.407766e+09 + i -3.162254e+08 ; 5.242289e+08 + i 4.661452e+07 ; -5.008227e+07 + i 3.104973e+08 ; -4.755423e+09 + i 2.195752e+10 ; 6.931743e+07 + i -3.516957e+08 ; 1.392602e+08 + i 4.027308e+08 ; 1.848518e+09 + i 2.524804e+09 ; -1.205979e+08 + i -1.977666e+08 ; -3.388938e+08 + i -7.170739e+08 ; -5.179911e+09 + i -4.746710e+09 ; 3.282695e+08 + i 8.540836e+08 ; -1.437200e+09 + i -9.078405e+08 ; 2.634635e+08 + i 2.549001e+09 ; 2.756373e+08 + i 2.129366e+07 ; 
-2.366750e+08 + i -2.164048e+08 ; -1.090719e+06 + i -1.557484e+07 ; 1.486846e+08 + i -4.956874e+07 ; -4.684219e+08 + i -2.059084e+08 ; 2.670447e+07 + i 1.161960e+07 ; 2.322534e+08 + i 4.693151e+08 ; -1.492345e+08 + i -5.120662e+07 ; 3.551590e+06 + i -2.057140e+07 ; 5.633179e+07 + i -9.326826e+07 ; -2.238897e+08 + i -4.004227e+07 ; 1.195761e+08 + i 1.966592e+07 ; 3.253861e+08 + i 1.107463e+08 ; 3.551932e+07 + i 1.583345e+08 ; -2.894152e+07 + i -4.750907e+06 ; 1.245884e+08 + i -6.207252e+07 ; 8.205696e+07 + i 1.773149e+08 ; -2.631552e+07 + i -6.489072e+07 ; 4.153693e+08 + i 4.588449e+08 ; 8.485688e+07 + i 8.452484e+07 ; -3.173243e+07 + i -4.030986e+06 ; 4.722614e+07 + i -9.136778e+07 ; 1.022584e+08 + i 8.006437e+07 ; -4.850852e+07 + i -7.272096e+07 ; 3.636532e+08 + i 8.548514e+07 ; 4.092192e+08 + i 6.658840e+08 ; 4.618983e+08 + i 7.112431e+08 ; -5.161487e+09 + i -4.731948e+09 ; 1.453734e+09 + i 9.321861e+08 ; 2.500861e+08 + i -9.297682e+06 ; 2.602636e+08 + i 2.556696e+09 ; 2.202183e+08 + i -3.710353e+07 ; 1.464294e+09 + i 9.552839e+08 ; 2.517096e+08 + i 2.510294e+09 ; 4.647831e+08 + i -5.297143e+07 ; 4.781309e+08 + i -3.439637e+07 ; 1.419821e+09 + i -3.122330e+08 ; 1.878760e+07 + i -3.307817e+08 ; 2.809665e+07 + i -3.462722e+08 ; -4.750792e+09 + i 2.196013e+10 ; -2.244410e+08 + i -3.540193e+08 ; -1.563239e+08 + i -1.640216e+08 ; 1.860981e+09 + i 2.500240e+09 ; -1.628560e+08 + i -1.435590e+08 ; -2.324757e+08 + i -3.521293e+08 ; 1.851909e+09 + i 2.451912e+09 ; -2.244840e+08 + i -1.553146e+08 ; -2.124784e+08 + i -1.657843e+08 ; 1.283550e+09 + i -5.122034e+08 ; 
-2.744263e+08 + i -3.013322e+07 ; -1.827086e+07 + i -6.749849e+06 ; -2.437872e+06 + i 2.722131e+07 ; -3.532660e+08 + i 6.555293e+07 ; -4.428831e+06 + i -4.401748e+07 ; -8.400485e+07 + i 5.310629e+07 ; -7.288710e+07 + i 2.609126e+08 ; -8.326154e+06 + i -5.474460e+06 ; 1.157781e+07 + i 1.510296e+07 ; 3.055845e+06 + i 3.220082e+08 ; 2.691324e+07 + i -4.299222e+07 ; -2.982647e+07 + i 4.818448e+07 ; -3.884458e+07 + i -4.478122e+08 ; -1.541579e+07 + i -1.542389e+07 ; -5.087294e+06 + i 1.368322e+07 ; -2.849147e+08 + i -7.227196e+08 ; 2.351556e+07 + i -4.701917e+07 ; -6.687703e+07 + i 4.543917e+07 ; -2.767309e+08 + i -2.920440e+07 ; -4.643433e+06 + i -1.371636e+07 ; 9.080772e+06 + i 1.334870e+07 ; -3.564846e+08 + i 6.346779e+07 ; 6.762252e+07 + i -4.750239e+07 ; -1.456681e+07 + i 5.321895e+07 ; 1.691551e+08 + i 2.518604e+09 ; 2.739063e+08 + i 1.565142e+07 ; -1.240843e+09 + i -1.421150e+09 ; 1.847789e+09 + i 2.469623e+09 ; -1.430739e+08 + i -1.858364e+08 ; 3.293991e+08 + i 3.476455e+08 ; 1.368025e+09 + i -2.769387e+08 ; 4.752564e+08 + i -7.334302e+06 ; -5.037479e+08 + i -7.671540e+07 ; 1.255244e+09 + i -5.059108e+08 ; -2.106162e+08 + i -1.971675e+08 ; 1.732765e+08 + i 2.004320e+08 ; -5.174734e+09 + i -4.775453e+09 ; 3.365133e+08 + i 8.096358e+08 ; -4.670135e+08 + i -7.954523e+08 ; -4.710056e+09 + i 2.197730e+10 ; 7.897776e+07 + i -3.548570e+08 ; -1.736994e+08 + i 3.488353e+08 ; 2.230600e+08 + i 2.535073e+09 ; 1.434924e+09 + i 1.033416e+09 ; -2.683888e+08 + i -1.048055e+07 ; 1.841125e+09 + i 2.481449e+09 ; -1.046602e+08 + i -4.323878e+08 ; 9.703471e+07 + i 2.004039e+08 ; 
4.959369e+07 + i -6.096545e+07 ; -8.487914e+06 + i -9.935331e+06 ; -1.008844e+07 + i -1.303007e+06 ; 4.154720e+07 + i -8.520499e+07 ; 4.688538e+07 + i -9.007560e+07 ; -2.760835e+07 + i -2.413013e+07 ; 8.164274e+07 + i 1.324763e+08 ; -6.552665e+06 + i -7.415809e+06 ; 9.437779e+05 + i -7.983912e+05 ; 1.425727e+08 + i 1.657794e+08 ; 5.301443e+07 + i -8.980207e+07 ; 9.296301e+06 + i -1.159467e+07 ; 6.500968e+07 + i -2.221149e+07 ; 7.700939e+06 + i -2.149252e+07 ; -9.522628e+06 + i -1.634584e+06 ; 7.019123e+07 + i -4.419755e+07 ; 1.237975e+08 + i -6.398757e+07 ; -2.293344e+07 + i -2.016523e+07 ; 2.259543e+07 + i 2.188084e+08 ; 6.666202e+06 + i -1.864342e+07 ; -1.017361e+06 + i -2.070593e+06 ; 1.144820e+08 + i 3.274735e+08 ; 1.419600e+08 + i -4.875987e+07 ; -6.625039e+06 + i -1.848927e+07 ; -1.490367e+08 + i -2.514100e+08 ; 1.289244e+09 + i -4.787876e+08 ; -1.536587e+08 + i -2.445006e+08 ; -9.835727e+07 + i -2.154867e+08 ; 1.850967e+09 + i 2.508904e+09 ; -1.163295e+08 + i -4.421565e+08 ; 5.131320e+08 + i 1.273786e+08 ; 1.410893e+09 + i -3.120602e+08 ; 5.500714e+08 + i 9.114616e+07 ; 3.008534e+08 + i 6.107219e+07 ; 2.615033e+08 + i 2.560220e+09 ; 1.316482e+09 + i 1.415605e+09 ; -4.549423e+06 + i -4.642233e+08 ; 1.829054e+09 + i 2.509733e+09 ; -1.037202e+08 + i -2.060932e+08 ; 1.614079e+08 + i -3.400593e+08 ; -4.752523e+09 + i 2.200112e+10 ; 1.035457e+08 + i -3.474436e+08 ; 1.287134e+09 + i 1.488416e+09 ; 2.669216e+08 + i 2.555709e+09 ; 2.957876e+08 + i 3.903562e+07 ; 1.954978e+08 + i 9.528216e+08 ; -5.171374e+09 + i -4.684842e+09 ; 2.440004e+08 + i 8.771855e+08 ; 
-1.920278e+07 + i -2.272759e+08 ; -4.500254e+06 + i -7.362738e+05 ; 2.536182e+05 + i -2.262508e+07 ; -1.094516e+08 + i -3.472517e+08 ; -1.146766e+07 + i -1.213868e+07 ; 1.296144e+08 + i -5.174479e+07 ; -8.336009e+07 + i -1.399727e+08 ; -2.486155e+06 + i -1.983358e+06 ; -1.282031e+07 + i -7.462794e+06 ; -1.478038e+08 + i -1.794240e+08 ; 2.660206e+06 + i -1.196255e+07 ; 4.462439e+07 + i -8.752473e+07 ; -4.742307e+07 + i 2.612791e+07 ; -7.409183e+06 + i 1.122516e+06 ; 9.649300e+06 + i -1.606951e+07 ; -4.171538e+07 + i 3.505151e+07 ; -2.129366e+07 + i -1.284935e+07 ; 1.273653e+08 + i -5.909168e+07 ; -3.918946e+07 + i 5.681258e+07 ; -9.133079e+06 + i 8.451042e+05 ; -4.178906e+06 + i -7.556173e+06 ; -3.048023e+07 + i 7.250378e+07 ; -2.825705e+07 + i -1.612345e+07 ; 5.038995e+07 + i -9.047480e+07 ; -1.239059e+09 + i -1.478213e+09 ; 2.334510e+08 + i -5.531885e+06 ; 2.045392e+08 + i 2.555271e+09 ; -4.657427e+08 + i -8.185230e+08 ; 4.438448e+08 + i 7.744145e+08 ; -5.188810e+09 + i -4.683172e+09 ; -5.418557e+08 + i -1.372057e+08 ; 4.869375e+08 + i -2.031303e+07 ; 1.417257e+09 + i -2.903485e+08 ; -2.639530e+08 + i -5.796322e+07 ; 1.465971e+09 + i 1.044360e+09 ; 2.652694e+08 + i 2.573297e+09 ; 3.164541e+08 + i 3.368229e+08 ; -1.476018e+08 + i -1.696113e+08 ; 1.869972e+09 + i 2.498314e+09 ; -1.895553e+08 + i 3.346322e+08 ; 5.418938e+07 + i -3.615536e+08 ; -4.729637e+09 + i 2.203130e+10 ; 1.561481e+08 + i 2.133591e+08 ; -1.806766e+08 + i -1.707528e+08 ; 1.288303e+09 + i -5.128100e+08 ; 1.199166e+08 + i 2.107589e+08 ; -2.136756e+08 + i -3.989089e+08 ; 1.878499e+09 + i 2.500944e+09 ; 
-4.716718e+06 + i 3.258302e+08 ; -2.888994e+07 + i 5.706027e+07 ; -2.901133e+07 + i 5.705740e+07 ; 1.044369e+08 + i 3.721075e+08 ; -2.521562e+08 + i -1.006117e+08 ; -2.522682e+08 + i -1.006876e+08 ; -3.635495e+08 + i 6.164670e+07 ; -8.335544e+06 + i 5.461334e+07 ; -8.348038e+07 + i 6.508542e+07 ; -4.011627e+08 + i 1.870833e+08 ; -1.242912e+08 + i -6.629962e+07 ; -4.079661e+08 + i -3.816109e+08 ; -3.634448e+08 + i 6.200371e+07 ; -8.383583e+07 + i 6.496011e+07 ; -8.296729e+06 + i 5.424023e+07 ; -4.011477e+08 + i 1.879049e+08 ; -4.077641e+08 + i -3.819968e+08 ; -1.234660e+08 + i -6.612630e+07 ; -2.899687e+08 + i -7.297896e+08 ; -5.631096e+07 + i 5.320360e+07 ; -5.595151e+07 + i 5.293950e+07 ; -8.429602e+08 + i -1.002528e+09 ; -9.145985e+07 + i -2.665556e+08 ; -9.139270e+07 + i -2.660743e+08 ; 1.227473e+09 + i -4.342721e+08 ; -1.389952e+08 + i -2.041165e+08 ; -1.387759e+08 + i -2.042433e+08 ; 1.363067e+09 + i -2.907714e+08 ; 5.200897e+08 + i 7.982235e+07 ; 5.205287e+08 + i 8.024861e+07 ; 1.770955e+09 + i 2.467683e+09 ; -1.044344e+08 + i -1.787598e+08 ; -9.145494e+07 + i -4.155904e+08 ; 2.216707e+08 + i 2.524053e+09 ; 2.912013e+08 + i 1.818796e+07 ; 1.342001e+09 + i 1.452451e+09 ; 1.772226e+09 + i 2.467372e+09 ; -9.094697e+07 + i -4.155991e+08 ; -1.040995e+08 + i -1.776403e+08 ; 2.226560e+08 + i 2.525408e+09 ; 1.341528e+09 + i 1.454109e+09 ; 2.882177e+08 + i 1.795571e+07 ; -4.783596e+09 + i 2.185013e+10 ; 1.098698e+08 + i -3.287251e+08 ; 1.090226e+08 + i -3.271672e+08 ; -5.171031e+09 + i -4.769073e+09 ; 2.876091e+08 + i 9.028947e+08 ; 2.865395e+08 + i 9.015340e+08 ; 
-1.525940e+08 + i -6.095270e+07 ; 5.790770e+07 + i -9.298994e+07 ; -8.911499e+06 + i 2.028020e+07 ; -2.253737e+08 + i -5.427417e+07 ; 3.241373e+08 + i 1.130762e+08 ; -1.200609e+08 + i -5.885703e+07 ; 8.635020e+07 + i 9.115007e+07 ; 4.865469e+07 + i -9.223860e+07 ; 3.064238e+07 + i 1.668171e+07 ; 1.084223e+08 + i 8.478500e+07 ; 3.659637e+08 + i 8.657248e+07 ; 2.219235e+07 + i 8.871299e+07 ; -2.344242e+08 + i -2.357602e+08 ; 1.487524e+08 + i -4.973740e+07 ; 8.969850e+05 + i 1.349876e+07 ; -4.700890e+08 + i -2.345756e+08 ; 2.285010e+08 + i 4.694005e+08 ; -1.508466e+07 + i -1.947874e+07 ; 3.232640e+07 + i 1.634053e+08 ; 1.263098e+08 + i -6.274069e+07 ; 2.768020e+07 + i 1.251084e+07 ; 8.353668e+07 + i 1.815361e+08 ; 4.177414e+08 + i 4.594377e+08 ; 6.526015e+06 + i 7.795728e+07 ; 2.258781e+08 + i -3.196389e+07 ; 2.063495e+08 + i 2.513740e+09 ; -1.249985e+09 + i -1.436278e+09 ; 4.682062e+08 + i -3.561914e+07 ; 1.413670e+09 + i -2.934205e+08 ; -5.081449e+08 + i -1.068925e+08 ; -1.500064e+08 + i -1.590432e+08 ; 1.851270e+09 + i 2.452042e+09 ; 3.193040e+08 + i 3.342544e+08 ; -1.999227e+08 + i -1.700836e+08 ; 1.287578e+09 + i -5.118927e+08 ; 1.695943e+08 + i 2.152509e+08 ; 3.786127e+08 + i 7.222825e+08 ; -5.194241e+09 + i -4.739914e+09 ; -4.637467e+08 + i -7.829519e+08 ; 1.443852e+09 + i 1.014451e+09 ; 2.527985e+08 + i 2.575943e+09 ; -2.678966e+08 + i -2.657182e+07 ; 4.056177e+07 + i -3.429629e+08 ; -4.740636e+09 + i 2.196426e+10 ; -1.670070e+08 + i 3.473483e+08 ; -1.953380e+08 + i -3.924513e+08 ; 1.868778e+09 + i 2.500916e+09 ; 1.067703e+08 + i 2.246874e+08 ; 
-1.526146e+08 + i -6.121517e+07 ; -8.975121e+06 + i 2.018006e+07 ; 5.781038e+07 + i -9.315411e+07 ; -2.251249e+08 + i -5.428916e+07 ; -1.200716e+08 + i -5.902048e+07 ; 3.240877e+08 + i 1.125431e+08 ; -2.347211e+08 + i -2.361080e+08 ; 9.828496e+05 + i 1.344199e+07 ; 1.484621e+08 + i -5.035770e+07 ; -4.701800e+08 + i -2.346835e+08 ; -1.490435e+07 + i -1.954142e+07 ; 2.298931e+08 + i 4.681310e+08 ; 8.607996e+07 + i 9.093027e+07 ; 3.068262e+07 + i 1.665795e+07 ; 4.821907e+07 + i -9.170337e+07 ; 1.081991e+08 + i 8.475786e+07 ; 2.238625e+07 + i 8.867599e+07 ; 3.657193e+08 + i 8.635512e+07 ; 3.317192e+07 + i 1.629431e+08 ; 2.770028e+07 + i 1.256507e+07 ; 1.250157e+08 + i -6.230189e+07 ; 8.430864e+07 + i 1.814572e+08 ; 6.465170e+06 + i 7.802276e+07 ; 4.172868e+08 + i 4.598501e+08 ; 2.264880e+08 + i -3.062103e+07 ; -1.249699e+09 + i -1.436634e+09 ; 2.057253e+08 + i 2.513557e+09 ; 4.680922e+08 + i -3.611055e+07 ; -5.082086e+08 + i -1.074821e+08 ; 1.412155e+09 + i -2.942898e+08 ; 3.776856e+08 + i 7.228198e+08 ; -4.629574e+08 + i -7.833444e+08 ; -5.190415e+09 + i -4.738966e+09 ; 1.444391e+09 + i 1.014404e+09 ; -2.675727e+08 + i -2.655653e+07 ; 2.571453e+08 + i 2.570361e+09 ; -1.490796e+08 + i -1.581618e+08 ; 3.212273e+08 + i 3.345099e+08 ; 1.863165e+09 + i 2.451178e+09 ; -1.981533e+08 + i -1.703729e+08 ; 1.704383e+08 + i 2.145825e+08 ; 1.285866e+09 + i -5.166820e+08 ; 3.827405e+07 + i -3.416832e+08 ; -1.672772e+08 + i 3.474531e+08 ; -4.739955e+09 + i 2.196966e+10 ; -1.949313e+08 + i -3.919585e+08 ; 1.065045e+08 + i 2.248359e+08 ; 1.870643e+09 + i 2.496993e+09 ; 
-7.565631e+07 + i 2.592077e+08 ; 1.357812e+07 + i 1.378050e+07 ; 1.355426e+07 + i 1.374943e+07 ; 4.781921e+06 + i 3.212054e+08 ; -2.985631e+07 + i 4.366213e+07 ; -2.993242e+07 + i 4.351836e+07 ; -2.761937e+08 + i -3.206981e+07 ; 1.251711e+07 + i 1.825400e+07 ; -2.196912e+06 + i 2.332976e+07 ; -3.513770e+08 + i 6.524332e+07 ; -9.668988e+06 + i 6.011634e+07 ; -8.494571e+07 + i 4.348065e+07 ; -2.760182e+08 + i -3.173055e+07 ; -2.285093e+06 + i 2.339747e+07 ; 1.246647e+07 + i 1.820730e+07 ; -3.511911e+08 + i 6.581671e+07 ; -8.508568e+07 + i 4.348093e+07 ; -9.366461e+06 + i 6.008540e+07 ; -3.763054e+07 + i -4.503760e+08 ; -6.532972e+05 + i 1.488923e+07 ; -7.602297e+05 + i 1.482544e+07 ; -2.833191e+08 + i -7.205912e+08 ; -6.105981e+07 + i 4.382127e+07 ; -6.098957e+07 + i 4.402072e+07 ; 1.363609e+09 + i -2.532494e+08 ; -5.021367e+08 + i -1.245248e+08 ; -5.028304e+08 + i -1.249118e+08 ; 1.260464e+09 + i -4.997654e+08 ; 9.317570e+07 + i 2.029995e+08 ; 9.318422e+07 + i 2.033053e+08 ; 1.729807e+08 + i 2.535619e+09 ; -2.389586e+08 + i -1.431218e+07 ; -1.171658e+09 + i -1.493570e+09 ; 1.855362e+09 + i 2.472500e+09 ; 1.034707e+08 + i 2.284297e+08 ; 2.603520e+08 + i 3.828342e+08 ; 1.737468e+08 + i 2.535599e+09 ; -1.170677e+09 + i -1.495086e+09 ; -2.359408e+08 + i -1.410034e+07 ; 1.857669e+09 + i 2.473036e+09 ; 2.601760e+08 + i 3.823456e+08 ; 1.033702e+08 + i 2.274512e+08 ; -5.209668e+09 + i -4.782713e+09 ; -4.020812e+08 + i -8.388875e+08 ; -4.006996e+08 + i -8.376997e+08 ; -4.707372e+09 + i 2.198103e+10 ; -1.828486e+08 + i 3.481507e+08 ; -1.818842e+08 + i 3.471221e+08 ; 
-7.771365e+07 + i -1.407341e+08 ; -1.140887e+07 + i -7.225935e+06 ; -2.274156e+06 + i 2.600681e+06 ; -1.400415e+08 + i -1.803235e+08 ; 4.786923e+07 + i -8.627300e+07 ; -1.293892e+07 + i 1.164064e+07 ; -4.760898e+07 + i 5.164957e+07 ; -4.022567e+06 + i -7.704813e+06 ; 1.065740e+07 + i 3.318659e+06 ; -4.540400e+07 + i 6.901547e+07 ; 5.240074e+07 + i -9.039182e+07 ; 2.422372e+07 + i 2.761440e+07 ; -5.295618e+06 + i -2.228260e+08 ; 1.318209e+06 + i -2.194857e+07 ; -1.794574e+06 + i 2.234890e+05 ; -8.906842e+07 + i -3.434252e+08 ; 1.319882e+08 + i -4.968963e+07 ; -5.562253e+05 + i 1.406915e+07 ; -5.338188e+07 + i 2.355192e+07 ; 9.640181e+06 + i -1.677478e+07 ; 8.183815e+06 + i 2.966490e+06 ; -5.091595e+07 + i 3.656975e+07 ; 1.285550e+08 + i -5.983855e+07 ; 1.944097e+07 + i 2.192542e+07 ; -5.109705e+08 + i -1.652727e+08 ; 1.414175e+09 + i -2.745073e+08 ; -5.107579e+08 + i -1.285375e+08 ; -2.423745e+08 + i -3.704483e+07 ; 2.250558e+08 + i 2.575517e+09 ; -1.179295e+09 + i -1.495049e+09 ; 7.551426e+07 + i 1.957706e+08 ; 1.295135e+09 + i -5.052906e+08 ; 9.274424e+07 + i 2.011497e+08 ; 8.832704e+07 + i 2.230683e+08 ; 1.879701e+09 + i 2.501893e+09 ; 2.612488e+08 + i 3.839406e+08 ; -1.159012e+09 + i -1.542454e+09 ; 2.051276e+08 + i 2.571819e+09 ; -2.413084e+08 + i -1.585366e+07 ; -3.919077e+08 + i -8.731598e+08 ; -5.213210e+09 + i -4.691585e+09 ; -4.078970e+08 + i -8.365202e+08 ; 2.472762e+08 + i 3.841912e+08 ; 1.876812e+09 + i 2.503421e+09 ; 1.041428e+08 + i 2.263899e+08 ; -1.945548e+08 + i 3.387091e+08 ; -4.721236e+09 + i 2.203026e+10 ; -1.826651e+08 + i 3.493940e+08 ; 
